[2023-08-01 22:41:52.873] [MAIN] [info] ------------------------------------------
[2023-08-01 22:41:52.873] [MAIN] [info] Starting Run

[2023-08-01 22:41:52.874] [MIDI] [info] ENTER constructor
[2023-08-01 22:41:59.748] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:59.748] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:59.786] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:59.786] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:59.824] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:59.824] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:59.862] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:59.862] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:59.900] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:59.900] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:59.936] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:59.938] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:59.974] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:41:59.976] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:42:00.012] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:42:00.012] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:42:00.050] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:42:00.050] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:42:00.086] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:42:00.089] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:42:00.120] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:42:00.127] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:42:00.158] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:42:00.165] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:42:00.196] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:42:00.203] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:42:00.234] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:42:00.241] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:42:00.272] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:42:00.279] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:42:00.310] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:42:00.312] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:42:00.347] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:42:00.350] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:42:00.385] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:42:00.388] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:42:00.423] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:42:00.426] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:42:00.460] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:42:00.461] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:42:00.498] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:42:00.498] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:42:00.536] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:42:00.536] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:42:00.574] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:42:00.574] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:42:00.607] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:42:00.612] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:42:00.644] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:42:00.650] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:42:00.682] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:42:00.688] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:42:00.720] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:42:00.726] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:42:00.758] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:42:00.764] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:42:00.792] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:42:00.802] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:42:00.830] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:42:00.840] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:42:00.868] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:42:00.878] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:42:00.906] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:42:00.916] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:42:00.944] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:42:00.954] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:42:00.982] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:42:00.992] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:42:01.020] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:42:01.030] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:42:01.058] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:42:01.065] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:42:01.096] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:42:01.103] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:42:01.134] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:42:01.141] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:42:01.172] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:42:01.179] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:42:01.210] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:42:01.217] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:42:01.248] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:42:01.255] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:42:01.282] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:42:01.293] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:42:01.320] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:42:01.331] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:42:01.358] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:42:01.369] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:42:01.396] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:42:01.407] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:42:01.434] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:42:01.445] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:42:01.472] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:42:01.483] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:42:01.509] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:42:01.521] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:42:01.547] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:42:01.559] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:42:01.585] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:42:01.597] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:42:01.623] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:42:01.635] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:42:01.661] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:42:01.673] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:42:01.694] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:42:01.711] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:42:01.732] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:42:01.749] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:42:01.771] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:42:01.787] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:42:01.809] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:42:01.825] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:42:01.847] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:42:01.863] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:42:01.882] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:42:01.898] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:11.441] [MAIN] [info] ------------------------------------------
[2023-08-01 22:43:11.442] [MAIN] [info] Starting Run

[2023-08-01 22:43:11.442] [MIDI] [info] ENTER constructor
[2023-08-01 22:43:11.442] [MIDI] [info] Parsed MIDI file:
  total duration = 0.5s
  tiks_per_qnote = 960
   bpm: 120
   tick duration: 0.0005208333333333333
[2023-08-01 22:43:11.442] [MIDI] [info] EXIT constructor
[2023-08-01 22:43:11.442] [SYNTHPLE] [debug] Constructed Synthple obj.
     Buffer duration: 0
[2023-08-01 22:43:11.442] [SYNTHPLE] [debug] run(), Starting.
[2023-08-01 22:43:11.442] [SYNTHPLE] [debug] run(), Spawned audio thread.
[2023-08-01 22:43:11.442] [AUDIO THREAD] [debug] built audio thread
[2023-08-01 22:43:11.442] [AUDIO THREAD] [debug] run()
[2023-08-01 22:43:11.471] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:11.510] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:11.548] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:11.586] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:11.624] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:11.662] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:11.700] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:11.738] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:11.776] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:11.812] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:11.850] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:11.888] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:11.926] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:11.964] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:12.002] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:12.036] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:12.074] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:12.112] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:12.150] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:12.188] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:12.226] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:12.261] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:12.299] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:12.336] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:12.374] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:12.412] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:12.450] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:12.489] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:12.527] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:12.561] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:12.599] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:12.637] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:12.675] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:12.710] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:12.748] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:12.787] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:12.825] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:12.863] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:12.901] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:12.939] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:12.977] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:13.015] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:13.053] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:13.091] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:13.129] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:13.162] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:13.196] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:13.234] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:13.272] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:13.310] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:13.348] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:13.386] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:13.424] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:13.462] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:13.500] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:13.535] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:13.573] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:13.611] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:13.646] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:13.684] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:13.722] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:13.758] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:13.796] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:13.834] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:13.871] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:13.909] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:13.947] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:13.985] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:14.023] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:14.061] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:14.099] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:14.137] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:14.175] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:14.213] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:14.251] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:14.286] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:14.324] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:14.357] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:14.395] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:14.433] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:14.468] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:14.506] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:14.544] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:14.583] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:14.621] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:14.659] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:14.697] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:14.735] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:14.771] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:14.810] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:14.848] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:14.886] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:14.924] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:14.959] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:14.998] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:15.036] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:15.074] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:15.111] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:15.147] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:15.185] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:15.223] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:15.261] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:15.299] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:15.337] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:15.375] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:15.413] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:15.451] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:15.489] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:15.524] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:15.562] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:15.600] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:15.638] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:15.676] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:15.714] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:15.752] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:15.790] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:15.828] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:15.865] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:15.903] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:15.941] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:15.977] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:16.015] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:16.053] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:16.091] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:16.129] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:16.167] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:16.205] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:16.243] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:16.281] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:16.319] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:16.353] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:16.391] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:16.429] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:16.462] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:16.500] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:16.538] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:16.576] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:16.614] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:16.650] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:16.688] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:16.726] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:16.764] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:16.801] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:16.839] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:16.873] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:16.911] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:16.950] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:16.988] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:17.026] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:17.064] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:17.098] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:17.136] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:17.174] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:17.208] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:17.244] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:17.282] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:17.320] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:17.358] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:17.396] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:17.434] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:17.472] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:17.510] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:17.548] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:17.586] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:17.624] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:17.661] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:17.699] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:17.737] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:17.775] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:17.811] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:17.849] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:17.887] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:17.925] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:17.963] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:18.001] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:18.039] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:18.077] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:18.111] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:18.147] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:18.185] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:18.223] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:18.261] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:18.296] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:18.334] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:18.372] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:18.410] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:18.448] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:18.486] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:18.524] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:18.562] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:18.600] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:18.638] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:18.676] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:18.714] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:18.752] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:18.790] [AUDIO THREAD] [debug] run(): ping
[2023-08-01 22:43:18.823] [AUDIO THREAD] [debug] run(): ping
